Gender,Pedestrian_grp,Cross_Compliance,TOD,Crossing_time,Location,Cross_Speed,Age_grp
Female,Single,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,18-39
Female,Single,Yes,2024-06-15 12:30:00-13:30,7,Mahim,>1.4,18-39
Female,Group,No,2024-06-15 12:30:00-13:30,9,Mahim,>1.4,18-39
Female,Group,No,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,<18
Male,Group,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,<18
Male,Group,No,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,18-39
Female,Group,No,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,40-59
Female,Single,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 12:30:00-13:30,12,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 12:30:00-13:30,17,Mahim, < 1,18-39
Male,Single,No,2024-06-15 12:30:00-13:30,18,Mahim, < 1,>60
Male,Single,No,2024-06-15 12:30:00-13:30,15,Mahim, < 1,>60
Male,Single,No,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,>60
Male,Single,No,2024-06-15 12:30:00-13:30,12,Mahim,1-1.2,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,12,Mahim,1-1.2,40-59
Male,Single,No,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,18-39
Male,Single,No,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,18-39
Female,Single,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,<18
Female,Single,Yes,2024-06-15 12:30:00-13:30,12,Mahim,1-1.2,<18
Female,Single,Yes,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,18-39
Male,Single,No,2024-06-15 12:30:00-13:30,15,Mahim, < 1,40-59
Male,Single,No,2024-06-15 12:30:00-13:30,17,Mahim, < 1,40-59
Male,Single,No,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,18-39
Male,Single,No,2024-06-15 12:30:00-13:30,12,Mahim,1-1.2,18-39
Female,Single,Yes,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,<18
Male,Single,No,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,<18
Male,Single,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,18-39
Male,Single,No,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,40-59
Female,Single,Yes,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,>60
Female,Group,No,2024-06-15 12:30:00-13:30,9,Mahim,>1.4,40-59
Female,Group,No,2024-06-15 12:30:00-13:30,9,Mahim,>1.4,40-59
Male,Group,No,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,18-39
Male,Group,No,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,18-39
Male,Group,No,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,<18
Female,Single,No,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,<18
Female,Single,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,18-39
Female,Single,Yes,2024-06-15 12:30:00-13:30,12,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 12:30:00-13:30,15,Mahim, < 1,18-39
Male,Single,Yes,2024-06-15 12:30:00-13:30,16,Mahim, < 1,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,40-59
Male,Single,No,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,>60
Male,Single,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,>60
Female,Single,No,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,40-59
Female,Single,Yes,2024-06-15 12:30:00-13:30,7,Mahim,>1.4,40-59
Male,Single,No,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,18-39
Male,Group,No,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,18-39
Male,Group,No,2024-06-15 12:30:00-13:30,12,Mahim,1-1.2,18-39
Male,Group,No,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,18-39
Female,Group,No,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,18-39
Female,Group,No,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,<18
Female,Group,No,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,<18
Male,Group,Yes,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,18-39
Male,Group,Yes,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,<18
Male,Group,Yes,2024-06-15 12:30:00-13:30,18,Mahim, < 1,40-59
Female,Single,Yes,2024-06-15 12:30:00-13:30,15,Mahim, < 1,40-59
Female,Single,Yes,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,9,Mahim,>1.4,40-59
Male,Single,No,2024-06-15 12:30:00-13:30,9,Mahim,>1.4,40-59
Female,Single,No,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,>60
Female,Group,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,>60
Male,Group,No,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,>60
Male,Group,Yes,2024-06-15 12:30:00-13:30,12,Mahim,1-1.2,18-39
Male,Group,No,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,18-39
Female,Group,Yes,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,18-39
Female,Group,No,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,40-59
Male,Group,No,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,40-59
Male,Single,No,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,40-59
Male,Single,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,<18
Male,Group,Yes,2024-06-15 12:30:00-13:30,10,Mahim,1.2-1.4,<18
Male,Group,Yes,2024-06-15 12:30:00-13:30,11,Mahim,1.2-1.4,<18
Female,Group,No,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,18-39
Female,Single,No,2024-06-15 12:30:00-13:30,12,Mahim,1-1.2,18-39
Male,Single,No,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 12:30:00-13:30,18,Mahim, < 1,40-59
Male,Group,Yes,2024-06-15 12:30:00-13:30,18,Mahim, < 1,40-59
Male,Group,Yes,2024-06-15 12:30:00-13:30,17,Mahim, < 1,>60
Male,Group,Yes,2024-06-15 12:30:00-13:30,13,Mahim,1-1.2,>60
Male,Single,Yes,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,40-59
Female,Single,Yes,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,40-59
Female,Single,Yes,2024-06-15 12:30:00-13:30,14,Mahim,1-1.2,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Female,Single,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Female,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,9,Mahim,>1.4,40-59
Male,Group,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,40-59
Female,Group,No,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,15,Mahim, < 1,40-59
Female,Single,No,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Group,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Group,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,<18
Male,Group,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,<18
Female,Single,No,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,<18
Female,Single,Yes,2024-06-15 16:30:00-17:30,17,Mahim, < 1,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,17,Mahim, < 1,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,18,Mahim, < 1,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,<18
Male,Single,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,<18
Male,Group,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,>60
Male,Group,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,18-39
Female,Group,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,<18
Female,Single,No,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,<18
Female,Single,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,40-59
Female,Single,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,>60
Male,Group,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,<18
Female,Group,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,>60
Male,Group,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,<18
Male,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,>60
Male,Single,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,>60
Female,Single,Yes,2024-06-15 16:30:00-17:30,8,Mahim,>1.4,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,9,Mahim,>1.4,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Female,Single,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Female,Single,No,2024-06-15 16:30:00-17:30,16,Mahim, < 1,>60
Male,Single,Yes,2024-06-15 16:30:00-17:30,17,Mahim, < 1,<18
Female,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,<18
Male,Single,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,<18
Male,Group,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Male,Group,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Male,Group,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,>60
Male,Group,No,2024-06-15 16:30:00-17:30,8,Mahim,>1.4,>60
Male,Single,Yes,2024-06-15 16:30:00-17:30,8,Mahim,>1.4,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,15,Mahim, < 1,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,16,Mahim, < 1,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,15,Mahim, < 1,18-39
Male,Group,Yes,2024-06-15 16:30:00-17:30,18,Mahim, < 1,18-39
Male,Group,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,18-39
Female,Group,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,40-59
Female,Group,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Male,Group,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,>60
Male,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,>60
Male,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,>60
Male,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,<18
Female,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Female,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,40-59
Female,Group,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,>60
Female,Group,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,>60
Male,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,<18
Male,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,<18
Male,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,>60
Female,Single,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,>60
Male,Single,No,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,40-59
Female,Group,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Male,Group,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,18-39
Male,Group,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,18-39
Female,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,15,Mahim, < 1,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,17,Mahim, < 1,40-59
Female,Single,No,2024-06-15 16:30:00-17:30,16,Mahim, < 1,40-59
Female,Single,No,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,>60
Male,Single,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,>60
Male,Group,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,>60
Male,Group,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,<18
Male,Group,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,<18
Male,Single,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Female,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,18-39
Female,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,18-39
Female,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,18,Mahim, < 1,40-59
Male,Group,Yes,2024-06-15 16:30:00-17:30,17,Mahim, < 1,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,15,Mahim, < 1,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,16,Mahim, < 1,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,<18
Female,Single,Yes,2024-06-15 16:30:00-17:30,7,Mahim,>1.4,18-39
Female,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,9,Mahim,>1.4,18-39
Male,Group,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,7,Mahim,>1.4,>60
Female,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,>60
Male,Single,No,2024-06-15 16:30:00-17:30,8,Mahim,>1.4,40-59
Female,Group,No,2024-06-15 16:30:00-17:30,8,Mahim,>1.4,<18
Female,Group,No,2024-06-15 16:30:00-17:30,8,Mahim,>1.4,18-39
Female,Group,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,>60
Female,Single,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,>60
Female,Single,No,2024-06-15 16:30:00-17:30,18,Mahim, < 1,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,17,Mahim, < 1,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,17,Mahim, < 1,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Male,Group,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,18-39
Female,Group,No,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,<18
Female,Single,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,<18
Female,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,<18
Male,Single,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,8,Mahim,>1.4,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,9,Mahim,>1.4,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,8,Mahim,>1.4,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,9,Mahim,>1.4,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,9,Mahim,>1.4,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Female,Group,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,<18
Female,Group,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Male,Single,No,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,40-59
Female,Group,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Female,Group,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,>60
Male,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,>60
Male,Single,No,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,>60
Male,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,18,Mahim, < 1,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,15,Mahim, < 1,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,16,Mahim, < 1,18-39
Female,Group,No,2024-06-15 16:30:00-17:30,16,Mahim, < 1,>60
Female,Group,No,2024-06-15 16:30:00-17:30,15,Mahim, < 1,>60
Male,Group,No,2024-06-15 16:30:00-17:30,18,Mahim, < 1,>60
Male,Single,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Female,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Female,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Female,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,18-39
Male,Group,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,18-39
Male,Group,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,9,Mahim,>1.4,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,8,Mahim,>1.4,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,7,Mahim,>1.4,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,<18
Female,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,<18
Male,Single,No,2024-06-15 16:30:00-17:30,15,Mahim, < 1,18-39
Female,Single,Yes,2024-06-15 16:30:00-17:30,15,Mahim, < 1,18-39
Female,Single,Yes,2024-06-15 16:30:00-17:30,18,Mahim, < 1,18-39
Female,Single,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,<18
Male,Single,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,<18
Male,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Female,Group,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Male,Group,Yes,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,>60
Male,Single,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,>60
Male,Single,Yes,2024-06-15 16:30:00-17:30,9,Mahim,>1.4,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,7,Mahim,>1.4,<18
Male,Single,Yes,2024-06-15 16:30:00-17:30,7,Mahim,>1.4,<18
Male,Single,Yes,2024-06-15 16:30:00-17:30,9,Mahim,>1.4,<18
Male,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Female,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,40-59
Female,Group,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,40-59
Female,Group,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,>60
Male,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,>60
Female,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,>60
Male,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,>60
Male,Single,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,40-59
Female,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,<18
Male,Single,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,<18
Male,Single,No,2024-06-15 16:30:00-17:30,16,Mahim, < 1,<18
Male,Single,No,2024-06-15 16:30:00-17:30,16,Mahim, < 1,18-39
Male,Single,No,2024-06-15 16:30:00-17:30,15,Mahim, < 1,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,18-39
Female,Group,No,2024-06-15 16:30:00-17:30,28,Mahim, < 1,40-59
Female,Group,No,2024-06-15 16:30:00-17:30,28,Mahim,1.2-1.4,40-59
Female,Group,No,2024-06-15 16:30:00-17:30,7,Mahim,>1.4,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,8,Mahim,>1.4,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,7,Mahim,>1.4,40-59
Male,Single,Yes,2024-06-15 16:30:00-17:30,7,Mahim,>1.4,>60
Male,Single,No,2024-06-15 16:30:00-17:30,7,Mahim,>1.4,40-59
Female,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,40-59
Female,Single,No,2024-06-15 16:30:00-17:30,10,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,11,Mahim,1.2-1.4,18-39
Male,Single,Yes,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Male,Group,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,40-59
Female,Group,No,2024-06-15 16:30:00-17:30,13,Mahim,1-1.2,>60
Female,Group,No,2024-06-15 16:30:00-17:30,14,Mahim,1-1.2,>60
Female,Single,No,2024-06-15 16:30:00-17:30,12,Mahim,1-1.2,>60
Male,Single,No,2024-06-15 16:30:00-17:30,18,Mahim, < 1,40-59
